1520318669585,64.0,64.0
1520318670584,60.0,61.99203
1520318671585,64.0,62.67021
1520318672586,57.0,61.213436
1520318673584,56.0,60.121563
1520318674584,59.0,59.92125
1520318675585,63.0,60.405403
1520318676585,67.0,61.34065
1520318677584,66.0,61.947754
1520318678585,61.0,61.832607
1520318682584,44.0,59.788113
1520318683585,45.0,58.172516
1520318684584,45.0,56.790127
1520318687585,45.0,55.593628
1520318688585,44.0,54.449577
1520318689586,45.0,53.538677
1520318690584,45.0,52.731537
1520318691585,47.0,52.198544
1520318692584,48.0,51.813416
1520318697584,47.0,51.37691
1520318698584,47.0,50.983772
1520318699584,46.0,50.539696
1520318702584,50.0,50.49193
1520318703585,51.0,50.536648
1520318704585,50.0,50.489635
1520318705584,50.0,50.44691
1520318706585,50.0,50.40804
1520318707585,48.0,50.19917
1520318712585,47.0,49.922314
1520318713584,46.0,49.583527
1520318714585,47.0,49.360737
1520318717585,46.0,49.071312
1520318718585,45.0,48.721085
1520318719585,45.0,48.401283
1520318720585,46.0,48.195072
1520318721584,45.0,47.920876
1520318722585,46.0,47.75612
1520318727584,45.0,47.51983
1520318728584,45.0,47.30388
1520318729585,46.0,47.192173
1520318732584,46.0,47.090065
1520318733586,46.0,46.996723
1520318734584,46.0,46.91139
1520318735584,45.0,46.747772
1520318736584,46.0,46.68377
1520318737584,45.0,46.539673
1520318742585,46.0,46.493492
1520318743585,47.0,46.53683
1520318744585,44.0,46.31978
1520318747584,44.0,46.121307
1520318748585,44.0,45.939827
1520318749584,44.0,45.773876
1520318750585,44.0,45.622128
1520318751585,44.0,45.483364
1520318752585,44.0,45.356476
1520318757584,46.0,45.411522
1520318758584,46.0,45.46186
1520318759585,46.0,45.507893
1520318762585,49.0,45.806595
1520318763585,49.0,46.079746
1520318764584,46.0,46.072926
1520318765584,44.0,45.89562
1520318766584,44.0,45.73348
1520318767584,44.0,45.58521
1520318772585,45.0,45.535152
1520318773584,44.0,45.403847
1520318774585,46.0,45.454838
1520318777584,45.0,45.415936
1520318778585,44.0,45.294827
1520318779584,44.0,45.18408
1520318780585,46.0,45.25387
1520318781585,44.0,45.14662
1520318782584,49.0,45.47621
1520318787585,48.0,45.692078
1520318788584,48.0,45.88948
1520318789584,48.0,46.07
1520318792585,45.0,45.97848
1520318793584,45.0,45.89479
1520318794584,44.0,45.732723
1520318795585,45.0,45.67005
1520318796585,45.0,45.61274
1520318797585,44.0,45.4748
1520318802585,45.0,45.43419
1520318803585,45.0,45.397053
1520318804584,45.0,45.36309
1520318807585,44.0,45.246502
1520318808585,47.0,45.39648
1520318810585,46.0,45.4481
1520318811585,54.0,46.17956
1520318812584,42.0,45.822075
1520318813584,50.0,46.17942
1520318817585,46.0,46.164074
1520318818584,46.0,46.15004
1520318819585,46.0,46.137207
1520318822585,48.0,46.296535
1520318823585,48.0,46.442238
1520318824585,47.0,46.489944
1520318825585,47.0,46.53357
1520318826585,46.0,46.48793
1520318827584,46.0,46.446198
1520318832585,46.0,46.40803
1520318833585,45.0,46.287598
1520318834584,45.0,46.177467
