1520318989393,36.0,36.0
1520318990393,36.0,36.0
1520318991392,36.0,36.0
1520318992393,37.0,36.256916
1520318993393,36.0,36.20311
1520318994393,37.0,36.345436
1520318995394,37.0,36.44837
1520318996392,37.0,36.526604
1520318997393,36.0,36.45799
1520319002392,36.0,36.402344
1520319003393,36.0,36.356216
1520319004393,36.0,36.3173
1520319007394,35.0,36.179054
1520319008393,35.0,36.0594
1520319009392,35.0,35.954857
1520319010393,35.0,35.862812
1520319011393,36.0,35.87578
1520319017393,34.0,35.701344
1520319018393,35.0,35.63701
1520319019393,35.0,35.579243
1520319020393,35.0,35.527214
1520319022393,35.0,35.480236
1520319023393,35.0,35.43773
1520319024393,34.0,35.311188
1520319025392,35.0,35.283928
1520319026393,34.0,35.17189
1520319032393,34.0,35.069965
1520319033392,35.0,35.063896
1520319034393,35.0,35.058365
1520319035394,35.0,35.05332
1520319037393,35.0,35.048725
1520319038393,36.0,35.13065
1520319039393,36.0,35.205433
1520319040392,35.0,35.18778
1520319041392,35.0,35.171654
1520319047392,35.0,35.15692
1520319048393,35.0,35.143463
1520319049393,35.0,35.131165
1520319050393,35.0,35.119923
1520319052393,35.0,35.10965
1520319053393,34.0,35.01461
1520319054394,35.0,35.01336
1520319055393,35.0,35.012215
1520319056394,35.0,35.01117
1520319062393,35.0,35.010212
1520319063392,36.0,35.094917
1520319064393,36.0,35.172367
1520319065392,34.0,35.072052
1520319067393,36.0,35.151447
1520319068393,35.0,35.13849
1520319069392,35.0,35.12664
1520319070393,36.0,35.201355
1520319071392,36.0,35.269676
1520319077393,36.0,35.33215
1520319078392,37.0,35.47482
1520319079393,36.0,35.519745
1520319080393,37.0,35.646362
1520319082394,37.0,35.76215
1520319083393,36.0,35.782494
1520319084393,36.0,35.801098
1520319085392,36.0,35.81811
1520319086393,35.0,35.748135
1520319092393,36.0,35.769676
1520319093393,36.0,35.789375
1520319094394,36.0,35.807392
1520319095393,38.0,35.994934
1520319097393,39.0,36.25197
1520319098393,35.0,36.144882
1520319099393,37.0,36.21802
1520319100392,37.0,36.284904
1520319101393,37.0,36.34607
1520319107393,36.0,36.316467
1520319108393,34.0,36.118336
1520319109394,35.0,36.022682
1520319110392,35.0,35.93521
1520319112393,36.0,35.940754
1520319113394,36.0,35.94582
1520319116394,37.0,36.035988
1520319117393,36.0,36.03291
1520319118393,36.0,36.030094
1520319122393,36.0,36.02752
1520319123393,36.0,36.025166
1520319124392,36.0,36.023014
1520319125393,35.0,35.935513
1520319127393,35.0,35.855495
1520319128394,35.0,35.782322
1520319129393,35.0,35.71541
1520319130394,34.0,35.568687
1520319131393,34.0,35.434513
1520319137393,36.0,35.48288
1520319138393,36.0,35.52711
1520319139393,35.0,35.482025
1520319140393,35.0,35.440796
1520319142393,43.0,36.08735
1520319143393,34.0,35.908813
1520319144394,40.0,36.258743
1520319145393,49.0,37.34853
1520319146393,34.0,37.062122
1520319152393,35.0,36.885746
1520319153393,35.0,36.724453
1520319154393,36.0,36.66249
1520319155392,36.0,36.605827
1520319157393,34.0,36.382946
1520319158393,36.0,36.350193
1520319159392,36.0,36.32024
1520319160392,34.0,36.121784
1520319161393,34.0,35.940304
1520319167393,34.0,35.774345
